,mbti,title,content,mbti_label,e_i,n_s,f_t,j_p
50,isfj,isfj랑 estj가 잘 맞는다던데 진짜인가요?,mbti로 isfj랑 estj가 잘 맞는다고 하던데 다들 그런가요 저는 isfj 남자친구랑 사귀었는데 너무 안 맞아서 고생했어요... 제가 표현이 조금 없긴 한데 저로서는 세심한 부분을 알게 모르게 다 챙겨주고 했는데 그걸 몰라주고 표현이 없다고 자기를 좋아하는지 안 좋아하는지 모르겠다면서 말하는데 너무 속상하더라고요 전 상대가 스쳐 말했던 것도 다 기억하고 다 챙겨주고 했는데 공중분해된 느낌이었어요 헤어지고 나서 그전 남자친구랑 친한 애들이 저 보고는 연애하지 말라고 하면서 쓰레기라고 하더라고요 제가 뭘 바라고 노력한 건 아니지만 제가 못한 것도 아니고 많이 챙겨주려고 노력했는데 이렇게 하니까 서운하다기보다는 화가 나네요 이런 말 계속 들으니 제 성격이 진짜 이상한 것 같고 mbti를 떠나서 제 성격 문제인 걸까요,12,0,0,1,1
51,estj,ESTJ분들 궁금한 거 있어요~!,"에스티 제분들 보통 속 얘기를 남한테 하지 않잖아요 근데 가장 친한 친구들한테도, 사촌에게도 하지 않았던 가정사를 너한테만 말하는 거라며 털어놓는다는 것은 그 사람이 정말 의지가 돼서 얘기를 하는 건가요 어떤 경우에 본인의 속 얘기를 하게 되는지 궁금해요",6,1,0,0,1
52,esfp,잇티제 인풋 아웃풋 안 되나요??,센스는 없어도 인풋 아웃풋이 되면 좋은데 istj 남자친구는 자기는 고집이 세서 인풋이 어렵다고 하네요 ㅠ 받아들이고 싶은데 뇌가 받아들이기 어렵대요 ㅋㅋ,5,1,0,1,0
53,istj,블로그에서 퍼온건데 너무 공감가네요ㅋㅋㅋ,애초에 동문서답 진짜 싫어하고 특히 민폐 끼치고 에너지 다 빨아먹고 다음날 미안~헤헷 이거 진짜 사람 미치게 해요ㅋㅋㅋ,14,0,0,0,1
54,istj,ꖶዞ 엔프피는 잇티제를 좋아할까?,"악 istj 너무 좋아요,,, 정말 매력덩어리,,, 뭐라고 할까 제가 난리 쳐도 묵묵히 받아주거나 컴 다운 컴다운 하계 만드는 것도 좋고 ㅋㅋ 친해지면 저보다 더 텐션 좋고 ㅋㅋ",14,0,0,0,1
55,istp,ESTJ남자분들 댓글 부탁드려요ㅠㅠ,"안녕하세요 저는 enfj 여자입니다. 현재 6개월 조금 넘게 연애 중이고, 제 생일에 남자친구가 제대로 챙겨주지 않아서 서운한 부분을 말했고 그게 연장선이 되어 남자친구가 일주일간 시간을 가져보자고 말한 상태인데요. 곧 남자친구 생일인데 남자친구가 혼자 가게 운영 중이거든요. 시간을 달라 하는데 얼굴 보는 거나, 연락하는 거나, 말 섞는 게 좀 그럴 것 같아서 부담되지 않게 가게 마감시간에 맞춰 문 앞에 케이크랑 생일 축하한다는 쪽지만 두고 노크한 다음에 그냥 후다닥 사라지면 좀 그럴까요 시간 가지기로 한 거는 오늘이고 생일은 7월 29일입니다.. 오픈한지 얼마 되지 않기도 하고, 다른 직원이 아직 없어서 혼자 일해야 하는데 항상 빡세 보이더라고요.. 생일날 하루 종일 그렇게 힘들게 일하는 게 조금 안쓰러워서 그 정도라도 챙겨주고 싶은데 괜찮을까요",15,0,0,0,0
56,istj,Estj 착해보일 때,구시렁거리면서 해달라는 거 다 해줄 때 시원한 아이스커피 한잔 먹고 싶다~~달달한 커피 하면 아이스커피는 무슨 가서 시원한 냉수나 먹어 하고서는 갑자기 사라졌다가 제일 좋아하는 카페에서 최애 음료 사 오고 어머 설거지가 가득 쌓였네... 저거 누가 할까 하면 네가 해 네가 애가 양심이 없다 하고서는 씻고 오면 설거지하고 있다던가 쓰레기 버리기 가위바위보 해서 진 사람이 다녀오기 해서 제가 졌는데 단판 말고 몇 판만 더 해보자고 하니까 아 빨리 가라고 절대 안 봐준다고 해놓고선 터덜터덜 나가려니까 그냥 집에 있어 생각해보니까 밤에 위험한데 어딜 나가 가서 방구석에서 티브이나 보라고 ㅋㅋㅋ 욕쟁이 할망구 같아요 음소거 하고 보면 천사가 따로 없어요ㅋㅋㅋ 사실 이런 점에서 진지하게 저보다 마음이 여리고 착하다고 생각하고 있습니다... ㅋ,14,0,0,0,1
57,isfp,잇티제분들 엔팁이랑 잘 맞나요?,"보통 enfp, entp 번갈아 가면서 나오는데 연애한 면서 t가 진짜 많이 올라왔어요 하 이래서 힘드나 싶기도 하고 ㅠㅠ entp이랑 연애해 보신 분들 계시나요",13,0,0,1,0
58,istj,마지막이에요 도와주세요,estj랑 이별을 한지 일주일 정도 된 이너프 피입니다. 오늘 일주일 만에 이 친구랑 전화로 저의 생각 들을 말하기로 했는데 저는 아직 만나고 싶어요. 성격차이로 상대방이 저를 좋아하지만 헤어지자고 말을 했고요. 이성적으로 상대방이 저를 왜 만나야 하는지 설명하는 것이 좋을까요 아니면 제가 원래 하고 싶었던 목적은 없지만 진심이 전달되는 말들을 할까요 저한테는 진짜 마지막 기회인 거 같습니다.,14,0,0,0,1
59,estj,ESTJ 남자분들 여친한테 표현을 잘 하시나여..?,저는 entp고 남자친구는 estj인데 표현을 잘 안 해요 만난 지 1달 좀 안됐는데.. 질투도 안 하는 거 같고.... 원래 이런가요,6,1,0,0,1
60,infp,휴 잇티제 알 수 없는 잇티제,좋았다가 나빴다가 왔다 갔다 ㅠㅠㅠ 말 안 하는 거 너무 답답하고 ㅠㅠ 후 좋아하지만 너무 힘드네요 회피형 istj는 정말 문제 풀어나가기가 지쳐요 ㅠ,9,0,1,1,0
61,entp,세상에....회사에서 너무 심심해요,올 5월에 이직해서 초반 한 달 반 정도는 죽어라 바빴는데 얼추 적응해서 다 끝내놓으니 세상 할 거 없네요.. 차라리 일이라도 바쁘면 시간이라도 잘 갈 텐데 월로 하려니 좀이 쑤셔요... 뭔가 일 많고 바쁜 게 더 행복하고 뿌듯한 느낌... 바쁜 것보다 오히려 월로 가 더 기운 빠지고 지치고 힘든것같아요ㅠㅠㅠ,3,1,1,0,0
62,istj,ISTJ에게 가벼운 마음으로 이야기하지마세요,"istj에게 가벼운 마음으로 뭐 하고 싶다 뭐 먹고 싶다 이야기하지 마세요,,, 왜냐면 어떻게든 그 일을 행할 것이기 때문입니다. 당신이 기억을 못 하거나 이제는 안 해도 상관없다 해도.. 바다 보러가고 싶은데.. 근데 너무 더울 것 같다. 뭐 할지 생각해보자. 나가는 건 너무 더울 것 같아 포기했는데, istj 바다 보러 가고 싶다 했잖아 바다 보러 감. 혹은 예전에 먹어보고 싶다 했던 음식점들을 기가 막히게 다 기억하고 있다가 istj 거기 가보고 싶다며 거기 가자. 가벼운 마음으로, 지나가는 말로 이야기한 거고, 해도 상관없고 안 가도 나는 진짜 상관없는데, 다 기억하고 있다가 목표 달성하듯이 목록 지우듯이 하고 있는 것 같아요. 지나고 보면 하고 싶다 한 거 가보고 싶다 한 곳 먹고 싶다 한 거 다 하는 중.. 아무튼 오늘도 결론은 istj 멋있다.",14,0,0,0,1
63,estj,estj 남자는 한번 꽂히면 계속 가자 하나요???,전에 을지로 데이트 한번 데려갔거든요 자기는 이런데 첨 와본다고 와우와... 참고로 estj 남자 엄청난 초초 고소득자입니다 근데 다녀와서 계속 을지로 또 가자고 조르네요 또 가고 싶다고 하네요 그래서 더 허름한 동네 가볼래 제안하니까 좋다고 그러는데 을지로를 좋아하는 건지... 뭘 좋아하는지... 을지로 맛 집을 찾아야하는지ㅠㅠ 허름한 시장 노포 데이트 코스를 찾아야 하는지 모르겠어요... 그래서 을지로 핫한 링크 보내주니까 사람 너무 많은 곳은 싫다고 패스라고 다른데 가자고 하더라고요. 사실 전에 을지로 데이트 때 저는 데이트가 좀 재미없어서 이 데이트 망했다 생각했는데 또 가자고 하길래 좀 놀랐네요 저는 좀 좋은데도 가고 싶은데 ㅋㅋㅋ 노포만 아는... 바보.. 자꾸 을지로만 찾아...ㅠㅠ,6,1,0,0,1
64,enfp,연락,헤어진 지 일주일 정도 된 전 남자친구가 오늘 저녁 11시에 외국 비자 연장 문제로 미팅이 있습니다. 3주 전에 예약을 해놓은 거고 그 당시에 얘 캘린더에 입력이 안돼서 제거에 메모 해놨습니다. 전 남자친구 estj인데 본인이 저를 아직 좋아하는데 잦은 다툼 때문에 지쳐서 헤어진 거고 그렇기 때문에 아직 서로 인친이고 카톡이나 뭐 아무 차단도 안 했는데 제가 굳이 오지랖을 부리고 싶지도 않아서요. 그냥 모르는 척을 하고 넘어가는 게 맞을까요 아니면 그래도 형식적인 문자나 알림 캡처 혹은 친구를 통해서라도 말해줘야 될까요,1,1,1,1,0
65,enfp,하루 하루 지날수록 잇티제 진짜 ㅋㅋ,"개드립 난무에 미친놈인 걸 느낍니다 ㅋㅋㅋ 맨날 전화하면서 제가 자주 하는 말 ꖶዞ 이래,,, 진짜 ㅋㅋㅋ 그래도 바운더리에 들어간 느낌이라 좋네요 ㅋㅋ 연애 초에는 저한테 잘 보이려고 완전 칼 답하고 애교도 부리고 뭐 지금은 그런 건 적지만 ㅋㅋ 그래도 나름 편하고 재밌고 귀여워요 역시 istj는 사랑입니다",1,1,1,1,0
66,istj,istj인 분들 연락처 or 카톡 저장할 때 상대방 이름으로만 하나요?,저는 동일인물이라도 연락처에 저장한 이름과 카톡 친구 이름을 다르게 해놓기도 하고 관심 없는 사람들을 제외하면 대부분 제가 혼자 붙인 별명 또는 애칭 등으로 저장해놓거든요 제3자가 보면 이게 누구야 할 정도로요 ㅋ 그것도 그 인물의 새로운 특징을 발견할 때마다 수시로 바꾸기도 하고 근데 istj는 모든 사람을 이름 세 글자로 만 저장했더라고요 심지어 가족도요 물어보진 않았지만 분명 저도 이름 세 글자로 만 저장되어 있을 거 같은데... 사귀는 사이에도 이름을 좀 특별하게 바꿔서 저장한다던가 특수문자라도 하나 넣는다던가 하지는 않나요,14,0,0,0,1
67,intj,Istj가 받고 싶은 선물은?!,잇이 제한테 전에도 생일 선물 뭐 갖고 싶냐 물었더니 괜찮다고 나중에 밥이나 한 번 사라고 하면서 어정쩡하게 넘어갔는데 제 생일 땐 선물을 챙겨줘서 이번엔 꼭 선물을 주고 싶어요 istj 분들은 어떤 선물 받을 때 가장 기분이 좋나요 아니면 받은 선물 중 좋았던 선물 말씀해주시면 감사드려요ㅎㅎ,10,0,1,0,1
68,istj,estj 여자 질문 받습니다,유행인 것 같으니.. 저도 편승을 한번... ㅋㅋㅋ... 고등학생 때부터 성인 이후 지금 나이 먹을 때까지 .. 모태 estj이고 변경된 적 없습니다큐큐큨ㅠ,14,0,0,0,1
69,estj,은근 엔프피 잇티제 커플들 많은 것 같아요,"으아 너무 다른 두 유형 근데 그래서 좋아요,,, 그래서 힘들고 ㅠㅠㅠ 여러분들은 어떠세요",6,1,0,0,1
70,enfj,Istj남자분들 스킨십 진도 원래 느린편이에요?,istj 남자분이랑 일요일에 고백받아서 사귀기로 해서 어제도 잠시 만났는데 일절 터치 안 하고 손도 잡을 생각 안 하더라고요 나이도 어린 편도 아닌데.. 원래 이 정도로 보수적이에요,0,1,1,1,1
71,istj,정식검사 결과 나왔어요!,결과가 생각보다 빨리 나왔어요ㅋㅋ 근데 이렇게 극단적으로 나오다니... 이제야 확신이 드네요 그래도 나름 감정적이라 f 쪽 비중이 좀 높게 나올 줄 알았는데.. 뭐지 ㅋㅋㅋ,14,0,0,0,1
72,estj,ISTJ남자랑 만났다 헤어진 사이인데요,"자기 출근할 때 출근한다고, 술 마시면 술 마시러 간다고, 회사에서 열받는 일 같은 일상들 카톡하고 만나서 영화 보자고 하고 밥 사달라고 하고 마주치면 은근슬쩍 쳐다보는 헤어져놓고 왜 이러는 걸까요.. 맴이 남아서 저럴까요 어장인가 싶기도 하고요..ㅠㅠ 사랑한다고 말해놓고 이틀 뒤에 자기 상황이 너무 안 좋아서 헤어지자고 한 것도 이해가 안 되고 제 맘은 싱숭생숭인데 아주 뿌리를 잡고 흔들어놓네요",6,1,0,0,1
73,enfp,istj남자. 생일축하받는거 쑥쓰러워서 이러는건 아니겠죠?,요즘. 롱지에요. 평소 거의 매일 istj 남자가 먼저 연락해요. 저는 잘 받아주는 쪽이고요. 어쩌다 가끔 먼저 연락. 오늘은 istj 생일인데 최근 며칠 동안 연락이 없어요. 매일 먼저 연락하던 사람이.. 저도 어쩌다 보니 안 했고요. 오래전에 istj가 이런 말을 몇 번 하긴 했어요. 자기는 생일 계획 세우거나 생일 축하받는 거 별로 안 좋아한다고요. 그래도 제가 생일 축하한다고 문자라도 남겨야 하는 걸까요 아니면 저도 연락하지 말고 그냥 지나가야 하는 걸까요 저도 연락을 먼저 안 하긴 했지만... 조금은 서운해요. 숨겨둔 여자가 있는 걸까요 생일 축하한다고 문자 남겼더니 밤 열두시 넘어서 집에 들어온 건지 그때야 답장 와서 읽씹했어요. 그리고는 그가 아침에 일어나서 문자 했는데 저는 한동안 씹을 것 같아요. 흥,1,1,1,1,0
74,esfp,잇티제들 애인 얘기 가족들한테 하나요???,"예를 들면 나중에 우리 둘이 이거 이거 했으면 좋겠다~라고 하면 부모님이나 형제들한테 내가 나중에 애인이랑 이러면 어떨 것 같아 애인이랑 이거 하면, 여기 가면 어떨 것 같아 이런 얘기 하나요 저는 굉장히 애인 얘기 많이 하는 편인데 주변 사람에게 istj 남자친구는 친구들한테는 잘 얘기 안 하는 것 같지만 가끔 아 엄마한테 그거 말해봤는데 아 누나한테 그거 말했었는데 하면서 얘기하더라고요 그래서 가끔씩 오잉 하는 생각이 들어요 ㅋㅋ",5,1,0,1,0
75,infp,증말~ 잇티제 귀엽다~ (자랑글,후 우리 istj는 너무 귀여운 것 같아요 저는 항상 인생이 뮤지컬이었으면 좋겠어~ 갑자기 노래 부르고 춤추면 사람들이 화음 넣어주고 같이 추는 그런 세상이 왔으면 해~ 하는 사람답게 혼잣말도 정말 많이 하고 특히 음 넣어서 물건 찾기 대마왕이거든요 ㅋㅋ 근데 우리 istj 한 번도 저렇게 혼잣말을 하고 나 음 넣어서 말 안 한다고 했는데 자기 전에 전화하면서 책상 정리하는데 뭘 그리 혼잣말을 많이 하는지 ㅋㅋ 왜 이렇게 혼잣말을 많이 하냐니까 저 들으라는 혼잣말이래요 ㅋㅋ 아 귀여워서 정말 그렇게 10분 넘게 혼잣말하고 책상 정리 후 뿌듯하게 사진 찍어 보내는 우리 istj 훅흐귝ㅠㅠㅠ 너무 귀엽네요 정말 ㅠㅠㅠ,9,0,1,1,0
76,istj,잇티제분들 풍경 사진 자주 찍으시나요?,제 잇디 제 애인은 평소 sns도 잘 안 하는 편이라고 생각하는데 여행 가거나 날씨 좋으면 꼭 찍어서 올리더라고요 ㅋㅋ 전 사실 풍경이나 그런 거 보고 예쁘다고 생각한 적이 별로 없어서 신기해요 ㅋㅋ,14,0,0,0,1
77,istj,ESTJ도 심심해서 질문받아요~,근데 다른 mbti 빗대서 물어보시면 잘 몰라요. ex istp 어떻게 생각하세요 이런 질문... 모릅니다ㅠ전 저만 알아요.. 구체적인 성격이나 상황으로 질문해주세요,14,0,0,0,1
78,entp,잇티제는 힘든거 표현 얼마나 하나용??,잇디 제가 일 끝났을 때 오늘 어땠어~ 물어보면 항상 무난했지~ 이렇게 대답해요 평소보다 바빴을 때는 조금 바쁘네 이렇게 말해요 근데 직업 특성상 누가 생각해도 무난하거나 조금 바쁠 리가 없는데 그 이상의 표현은 한 번도 못 봤어요 전 10만큼 힘들어도 20만큼 표현해서 정말 무난한가.. 이렇게 생각하게 돼요ᅲᅲ 안 그러고 싶은데 평소에도 일 관련 얘기를 잘 안 하고 힘들거나 아픈 얘기도 잘 안 해요ᅲᅲ 예전엔 서운하기도 했는데 지금은 대단하고 너무 신기해요 ᄏᄏᄏ 몇 가지 가정을 세워봤습니다 istj는 힘들어도 자기가 힘든지 잘 모르나요 예전에 자기감정을 잘 모른다고 굳이 깊이 생각 안 한다고 했었어요 별로 안 친해서 말을 안 해주는 건가요 ㅠㅠ 잇디 제가 친해지면 엄청 수다쟁이 된다고 들었어요 아님 정말 본인 기준 견딜만해서 그냥 조금 힘들다 정도로만 말하는 건가요,3,1,1,0,0
79,estj,남자 잇티제가 이성에게 반하는 순간은?,istj 분들은 보통 자연스럽게 스며드는 연애를 한다고 하시지만... 어떤 모습을 보고 마음이 흔들리셨나요,6,1,0,0,1
